data_source_uuid,org_id,org_set_id,dataset_name,dataset_version,geom_type,geom_spec,boundary_type,has_attributes,download_method,download_subtype,download_data_standard,download_filename,download_url,download_auth,documentation_url
10357,Census,TIGER/Line,44-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_44_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_44_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10358,Census,TIGER/Line,45-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_45_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_45_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10359,Census,TIGER/Line,46-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_46_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_46_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10360,Census,TIGER/Line,47-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_47_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_47_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10361,Census,TIGER/Line,48-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_48_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_48_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10362,Census,TIGER/Line,49-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_49_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_49_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10363,Census,TIGER/Line,50-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_50_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_50_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10364,Census,TIGER/Line,51-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_51_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_51_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10365,Census,TIGER/Line,52-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_52_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_52_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10366,Census,TIGER/Line,53-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_53_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_53_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10367,Census,TIGER/Line,54-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_54_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_54_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10368,Census,TIGER/Line,55-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_55_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_55_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10369,Census,TIGER/Line,56-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_56_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_56_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10614,CDC/ATSDR,SVI,us-county-2014,2014,,,county,1,file,zip,gdb,SVI2014_US_county.gdb,https://svi.cdc.gov/Documents/Data/2014/db/states_counties/SVI_2014_US_county.zip,,https://www.atsdr.cdc.gov/placeandhealth/svi/index.html
10616,CDC/ATSDR,SVI,us-ttract-2014,2014,,,ttract,1,file,zip,gdb,SVI2014_usttract.shp,https://svi.cdc.gov/Documents/Data/2014_SVI_Data/States/Tribal_Tracts.zip,,https://www.atsdr.cdc.gov/placeandhealth/svi/index.html
10721,CDC/ATSDR,SVI,us-county-2016,2016,,,county,1,file,zip,gdb,SVI2016_US_county.gdb,https://svi.cdc.gov/Documents/Data/2016/db/states_counties/SVI_2016_US_county.zip,,https://www.atsdr.cdc.gov/placeandhealth/svi/index.html
10723,CDC/ATSDR,SVI,us-ttract-2016,2016,,,ttract,1,file,zip,gdb,SVI2016_usttract.shp,https://svi.cdc.gov/Documents/Data/2016_SVI_Data/States/Tribal_Tracts.zip,,https://www.atsdr.cdc.gov/placeandhealth/svi/index.html
10794,CDC/ATSDR,SVI,us-ttract-2018,2018,,,ttract,1,file,zip,gdb,SVI2018_usttract.shp,https://svi.cdc.gov/Documents/Data/2018_SVI_Data/States/Tribal_Tracts.zip,,https://www.atsdr.cdc.gov/placeandhealth/svi/index.html
51500,NASA,SEDAC,annual_PM2_5_countries_urban_areas_v1,1,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='ISOURBID',geom_source_value=ISOURBID,geom_name=paste0(NAME, ', ', COUNTRYENG),geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, parameters=TRUE)$epsg)""]}",region,1,local,zip,shp,sdei-annual-pm2-5-concentrations-countries-urban-areas-v1-1998-2016-urban-areas.shp,sdei-annual-pm2-5-concentrations-countries-urban-areas-v1-1998-2016-urban-areas-shp.zip,,https://sedac.ciesin.columbia.edu/downloads/docs/sdei/sdei-annual-pm2-5-concentrations-countries-urban-areas-v1-1998-2016-documentation.pdf
